date,bh_equity,model_equity
2002-03-04 23:00:00,1.0,1.0
2002-03-05 23:00:00,1.0228311800134082,1.0
2002-03-06 23:00:00,1.0479453215716266,1.0
2002-03-07 23:00:00,1.0410960892560168,1.0
2002-03-10 23:00:00,0.9858447692192287,1.0
2002-03-11 23:00:00,0.9703195876709818,1.0
2002-03-12 23:00:00,0.9589041715048674,1.0
2002-03-13 23:00:00,0.9470320761094961,1.0
2002-03-14 23:00:00,0.9470320761094961,1.0
2002-03-17 23:00:00,0.949771803803858,1.0
2002-03-18 23:00:00,0.9452056199533532,1.0
2002-03-19 23:00:00,0.9589041715048675,1.0
2002-03-20 23:00:00,0.9949771369202384,1.0
2002-03-21 23:00:00,1.0319634607941228,1.0
2002-03-24 23:00:00,1.0114156769269989,1.0
2002-03-25 23:00:00,1.0091326284618938,1.0
2002-03-26 23:00:00,0.9908677192192851,1.0
2002-03-27 23:00:00,0.9908677192192851,1.0
2002-03-28 23:00:00,0.9863014484484854,1.0
2002-03-31 22:00:00,0.9863014484484854,1.0
2002-04-01 22:00:00,0.9844748184517528,1.0
2002-04-02 22:00:00,0.9771689938271811,1.0
2002-04-03 22:00:00,1.0018266299967322,1.0
2002-04-04 22:00:00,1.0273973638639127,1.0
2002-04-07 22:00:00,1.0621005523523974,1.0
2002-04-08 22:00:00,1.0424658661829027,1.0
2002-04-09 22:00:00,1.0730594631298447,1.0
2002-04-10 22:00:00,1.1141555523858617,1.0
2002-04-11 22:00:00,1.1004567400734628,1.0
2002-04-14 22:00:00,1.050228543877321,1.0
2002-04-15 22:00:00,1.068493192359045,1.0
2002-04-16 22:00:00,1.0945206054554824,1.0
2002-04-17 22:00:00,1.0867582754422436,1.0
2002-04-18 22:00:00,1.0958905562229582,1.0
2002-04-21 22:00:00,1.059360563897151,1.0
2002-04-22 22:00:00,1.059360563897151,1.0
2002-04-23 22:00:00,1.052511592342426,1.0
2002-04-24 22:00:00,1.0639270085085404,1.0
2002-04-25 22:00:00,1.0954337031531116,1.0
2002-04-28 22:00:00,1.1027398754588627,1.0
2002-04-29 22:00:00,1.0936074208375584,1.0
2002-04-30 22:00:00,1.0936074208375584,1.0
2002-05-01 22:00:00,1.1077626516183294,1.0
