date,price,signal,cash,shares,equity,drawdown,bh_equity
2004-12-22,3608.408203125,HOLD,1000000.0,0.0,1000000.0,0.0,2569370.8700365145
2004-12-23,3542.500244140625,HOLD,1000000.0,0.0,1000000.0,0.0,2522441.038269876
2004-12-24,3542.500244140625,HOLD,1000000.0,0.0,1000000.0,0.0,2522441.038269876
2004-12-27,3605.11181640625,HOLD,1000000.0,0.0,1000000.0,0.0,2567023.674393794
2004-12-28,3591.931396484375,HOLD,1000000.0,0.0,1000000.0,0.0,2557638.542475297
2004-12-29,3638.065673828125,HOLD,1000000.0,0.0,1000000.0,0.0,2590488.503356818
2004-12-30,3651.24755859375,HOLD,1000000.0,0.0,1000000.0,0.0,2599874.678318854
2004-12-31,3671.019775390625,HOLD,1000000.0,0.0,1000000.0,0.0,2613953.5061604325
2005-01-03,3733.631103515625,HOLD,1000000.0,0.0,1000000.0,0.0,2658535.9684437606
2005-01-04,3783.720458984375,HOLD,1000000.0,0.0,1000000.0,0.0,2694202.1468791314
2005-01-05,3724.405029296875,HOLD,1000000.0,0.0,1000000.0,0.0,2651966.5325573436
2005-01-06,3684.20068359375,HOLD,1000000.0,0.0,1000000.0,0.0,2623338.985760109
2005-01-07,3707.268798828125,HOLD,1000000.0,0.0,1000000.0,0.0,2639764.661563229
2005-01-10,3723.744873046875,HOLD,1000000.0,0.0,1000000.0,0.0,2651496.4676026762
2005-01-11,3816.674072265625,HOLD,1000000.0,0.0,1000000.0,0.0,2717666.802001566
2005-01-12,3919.488525390625,HOLD,1000000.0,0.0,1000000.0,0.0,2790875.9418791803
2005-01-13,3898.398681640625,HOLD,1000000.0,0.0,1000000.0,0.0,2775858.896374754
2005-01-14,3921.466064453125,HOLD,1000000.0,0.0,1000000.0,0.0,2792284.0506561045
2005-01-17,4020.326171875,HOLD,1000000.0,0.0,1000000.0,0.0,2862677.494501639
2005-01-18,3953.76025390625,HOLD,1000000.0,0.0,1000000.0,0.0,2815279.1623456418
2005-01-19,3874.013427734375,HOLD,1000000.0,0.0,1000000.0,0.0,2758495.3505899673
2005-01-20,3895.1044921875,HOLD,1000000.0,0.0,1000000.0,0.0,2773513.2652973416
2005-01-21,3908.28564453125,HOLD,1000000.0,0.0,1000000.0,0.0,2782898.918737608
2005-01-24,3895.1044921875,HOLD,1000000.0,0.0,1000000.0,0.0,2773513.2652973416
2005-01-25,3891.8076171875,HOLD,1000000.0,0.0,1000000.0,0.0,2771165.721973442
2005-01-26,3895.1044921875,HOLD,1000000.0,0.0,1000000.0,0.0,2773513.2652973416
2005-01-27,4000.554443359375,HOLD,1000000.0,0.0,1000000.0,0.0,2848599.0143412403
2005-01-28,4003.849853515625,HOLD,1000000.0,0.0,1000000.0,0.0,2850945.5146216014
2005-01-31,4017.03125,HOLD,1000000.0,0.0,1000000.0,0.0,2860331.3419024576
2005-02-01,3928.056396484375,HOLD,1000000.0,0.0,1000000.0,0.0,2796976.7035356485
2005-02-02,3918.1708984375,HOLD,1000000.0,0.0,1000000.0,0.0,2789937.724216333
2005-02-03,3937.942626953125,HOLD,1000000.0,0.0,1000000.0,0.0,2804016.2043767325
2005-02-04,3954.4189453125,HOLD,1000000.0,0.0,1000000.0,0.0,2815748.18425677
2005-02-07,4011.75830078125,HOLD,1000000.0,0.0,1000000.0,0.0,2856576.732845172
2005-02-08,4073.052734375,HOLD,1000000.0,0.0,1000000.0,0.0,2900221.4989874223
2005-02-09,4185.75390625,HOLD,1000000.0,0.0,1000000.0,0.0,2980470.4873873005
2005-02-10,4218.04638671875,HOLD,1000000.0,0.0,1000000.0,0.0,3003464.3821927086
2005-02-11,4188.3896484375,HOLD,1000000.0,0.0,1000000.0,0.0,2982347.270394174
2005-02-14,4407.85986328125,HOLD,1000000.0,0.0,1000000.0,0.0,3138621.2685443363
2005-02-15,4359.748046875,HOLD,1000000.0,0.0,1000000.0,0.0,3104363.1988858907
2005-02-16,4567.3544921875,HOLD,1000000.0,0.0,1000000.0,0.0,3252189.587418044
2005-02-17,4593.7177734375,HOLD,1000000.0,0.0,1000000.0,0.0,3270961.5896609356
2005-02-18,4626.671875,HOLD,1000000.0,0.0,1000000.0,0.0,3294426.5924645495
2005-02-21,4672.146484375,HOLD,1000000.0,0.0,1000000.0,0.0,3326806.836072583
2005-02-22,4647.1015625,HOLD,1000000.0,0.0,1000000.0,0.0,3308973.5730143078
2005-02-23,4573.9453125,HOLD,1000000.0,0.0,1000000.0,0.0,3256882.5879787668
2005-02-24,4537.69677734375,HOLD,1000000.0,0.0,1000000.0,0.0,3231071.78025715
2005-02-25,4803.30126953125,HOLD,1000000.0,0.0,1000000.0,0.0,3420195.739288834
2005-02-28,4807.9150390625,HOLD,1000000.0,0.0,1000000.0,0.0,3423480.978753811
2005-03-01,4975.97802734375,HOLD,1000000.0,0.0,1000000.0,0.0,3543150.406965167
2005-03-02,4672.80517578125,HOLD,1000000.0,0.0,1000000.0,0.0,3327275.8579837116
2005-03-03,4612.1708984375,HOLD,1000000.0,0.0,1000000.0,0.0,3284101.156796128
2005-03-04,4646.44287109375,HOLD,1000000.0,0.0,1000000.0,0.0,3308504.5511031793
2005-03-07,4798.02880859375,HOLD,1000000.0,0.0,1000000.0,0.0,3416441.4779127273
2005-03-08,4765.07568359375,HOLD,1000000.0,0.0,1000000.0,0.0,3392977.170471472
2005-03-09,4735.4169921875,HOLD,1000000.0,0.0,1000000.0,0.0,3371858.6679482195
2005-03-10,4601.6259765625,HOLD,1000000.0,0.0,1000000.0,0.0,3276592.6340439157
2005-03-11,4547.58251953125,HOLD,1000000.0,0.0,1000000.0,0.0,3238110.933417055
2005-03-14,4547.58251953125,HOLD,1000000.0,0.0,1000000.0,0.0,3238110.933417055
2005-03-15,4547.58251953125,HOLD,1000000.0,0.0,1000000.0,0.0,3238110.933417055
2005-03-16,4276.0458984375,HOLD,1000000.0,0.0,1000000.0,0.0,3044762.9957357775
2005-03-17,4264.18212890625,HOLD,1000000.0,0.0,1000000.0,0.0,3036315.3861177685
2005-03-18,4316.90771484375,HOLD,1000000.0,0.0,1000000.0,0.0,3073858.6952411924
2005-03-21,4250.341796875,HOLD,1000000.0,0.0,1000000.0,0.0,3026460.363085194
2005-03-22,4316.90771484375,HOLD,1000000.0,0.0,1000000.0,0.0,3073858.6952411924
2005-03-23,4138.95947265625,HOLD,1000000.0,0.0,1000000.0,0.0,2947150.4615511117
2005-03-24,4115.8916015625,HOLD,1000000.0,0.0,1000000.0,0.0,2930724.959588582
2005-03-25,4138.95947265625,HOLD,1000000.0,0.0,1000000.0,0.0,2947150.4615511117
2005-03-28,4138.95947265625,HOLD,1000000.0,0.0,1000000.0,0.0,2947150.4615511117
2005-03-29,4183.11669921875,HOLD,1000000.0,0.0,1000000.0,0.0,2978592.6613368876
2005-03-30,4185.09423828125,HOLD,1000000.0,0.0,1000000.0,0.0,2980000.7701138128
2005-03-31,4297.13720703125,HOLD,1000000.0,0.0,1000000.0,0.0,3059781.084283741
2005-04-01,4363.04296875,HOLD,1000000.0,0.0,1000000.0,0.0,3106709.3514850726
2005-04-04,4290.54541015625,HOLD,1000000.0,0.0,1000000.0,0.0,3055087.38836066
2005-04-05,4299.7724609375,HOLD,1000000.0,0.0,1000000.0,0.0,3061657.519609436
2005-04-06,4362.38427734375,HOLD,1000000.0,0.0,1000000.0,0.0,3106240.3295739437
2005-04-07,4399.2919921875,HOLD,1000000.0,0.0,1000000.0,0.0,3132520.5068878685
2005-04-08,4363.70166015625,HOLD,1000000.0,0.0,1000000.0,0.0,3107178.373396201
2005-04-11,4237.81982421875,HOLD,1000000.0,0.0,1000000.0,0.0,3017544.079237236
2005-04-12,4336.6806640625,HOLD,1000000.0,0.0,1000000.0,0.0,3087938.04460454
2005-04-13,4361.7236328125,HOLD,1000000.0,0.0,1000000.0,0.0,3105769.916938097
2005-04-14,4336.6806640625,HOLD,1000000.0,0.0,1000000.0,0.0,3087938.04460454
2005-04-15,4194.98095703125,HOLD,1000000.0,0.0,1000000.0,0.0,2987040.6186360763
2005-04-18,3987.372802734375,HOLD,1000000.0,0.0,1000000.0,0.0,2839213.0132197947
2005-04-19,3951.12451171875,HOLD,1000000.0,0.0,1000000.0,0.0,2813402.379338768
2005-04-20,3954.4189453125,HOLD,1000000.0,0.0,1000000.0,0.0,2815748.18425677
2005-04-21,3937.942626953125,HOLD,1000000.0,0.0,1000000.0,0.0,2804016.2043767325
2005-04-22,4089.5283203125,HOLD,1000000.0,0.0,1000000.0,0.0,2911952.9573456906
2005-04-25,4266.818359375,HOLD,1000000.0,0.0,1000000.0,0.0,3038192.5168058216
2005-04-26,4185.09423828125,HOLD,1000000.0,0.0,1000000.0,0.0,2980000.7701138128
2005-04-27,4151.48095703125,HOLD,1000000.0,0.0,1000000.0,0.0,2956066.3977178903
2005-04-28,4076.34765625,HOLD,1000000.0,0.0,1000000.0,0.0,2902567.6515866043
2005-04-29,3961.01025390625,HOLD,1000000.0,0.0,1000000.0,0.0,2820441.5324986726
2005-05-02,3998.577392578125,HOLD,1000000.0,0.0,1000000.0,0.0,2847191.2532454953
2005-05-03,3968.259765625,HOLD,1000000.0,0.0,1000000.0,0.0,2825603.554970524
2005-05-04,3967.60107421875,HOLD,1000000.0,0.0,1000000.0,0.0,2825134.5330593954
2005-05-05,4038.78076171875,HOLD,1000000.0,0.0,1000000.0,0.0,2875818.1046803715
2005-05-06,4036.803466796875,HOLD,1000000.0,0.0,1000000.0,0.0,2874410.169744036
2005-05-09,4017.03125,HOLD,1000000.0,0.0,1000000.0,0.0,2860331.3419024576
2005-05-10,3924.76123046875,HOLD,1000000.0,0.0,1000000.0,0.0,2794630.3770958763
2005-05-11,3914.875732421875,HOLD,1000000.0,0.0,1000000.0,0.0,2787591.3977765613
2005-05-12,3862.1494140625,HOLD,1000000.0,0.0,1000000.0,0.0,2750047.5671313684
2005-05-13,3835.787109375,HOLD,1000000.0,0.0,1000000.0,0.0,2731276.260250836
2005-05-16,3835.787109375,HOLD,1000000.0,0.0,1000000.0,0.0,2731276.260250836
2005-05-17,3904.989990234375,HOLD,1000000.0,0.0,1000000.0,0.0,2780552.244616657
2005-05-18,4033.5078125,HOLD,1000000.0,0.0,1000000.0,0.0,2872063.495623085
2005-05-19,4099.41552734375,HOLD,1000000.0,0.0,1000000.0,0.0,2918993.153549134
2005-05-20,4152.14111328125,HOLD,1000000.0,0.0,1000000.0,0.0,2956536.462672557
2005-05-23,4098.75537109375,HOLD,1000000.0,0.0,1000000.0,0.0,2918523.088594467
2005-05-24,4204.8662109375,HOLD,1000000.0,0.0,1000000.0,0.0,2994079.4241148015
2005-05-25,4100.07421875,HOLD,1000000.0,0.0,1000000.0,0.0,2919462.1754602627
2005-05-26,4106.00634765625,HOLD,1000000.0,0.0,1000000.0,0.0,2923686.1541098566
2005-05-27,4183.7763671875,HOLD,1000000.0,0.0,1000000.0,0.0,2979062.378610376
2005-05-30,4191.68408203125,HOLD,1000000.0,0.0,1000000.0,0.0,2984693.0753121767
2005-05-31,4231.8876953125,HOLD,1000000.0,0.0,1000000.0,0.0,3013320.100587642
2005-06-01,4284.61328125,HOLD,1000000.0,0.0,1000000.0,0.0,3050863.4097110657
2005-06-02,4376.1201171875,HOLD,1000000.0,0.0,1000000.0,0.0,3116020.9488341077
2005-06-03,4376.1201171875,HOLD,1000000.0,0.0,1000000.0,0.0,3116020.9488341077
2005-06-06,4463.23779296875,HOLD,1000000.0,0.0,1000000.0,0.0,3178053.1818347364
2005-06-07,4483.49853515625,HOLD,1000000.0,0.0,1000000.0,0.0,3192479.8646963923
2005-06-08,4421.3671875,HOLD,1000000.0,0.0,1000000.0,0.0,3148239.1730125
2005-06-09,4406.509765625,HOLD,1000000.0,0.0,1000000.0,0.0,3137659.930083053
2005-06-10,4590.87548828125,HOLD,1000000.0,0.0,1000000.0,0.0,3268937.737515138
2005-06-13,4616.5361328125,HOLD,1000000.0,0.0,1000000.0,0.0,3287209.426540747
2005-06-14,4538.1982421875,HOLD,1000000.0,0.0,1000000.0,0.0,3231428.8488284843
2005-06-15,4571.96533203125,HOLD,1000000.0,0.0,1000000.0,0.0,3255472.740795945
2005-06-16,4609.783203125,HOLD,1000000.0,0.0,1000000.0,0.0,3282400.9958284344
2005-06-17,4558.45849609375,HOLD,1000000.0,0.0,1000000.0,0.0,3245855.18400896
2005-06-20,4632.74462890625,HOLD,1000000.0,0.0,1000000.0,0.0,3298750.7032938357
2005-06-21,4720.537109375,HOLD,1000000.0,0.0,1000000.0,0.0,3361263.4316845164
2005-06-22,4693.52392578125,HOLD,1000000.0,0.0,1000000.0,0.0,3342028.665791727
2005-06-23,4592.224609375,HOLD,1000000.0,0.0,1000000.0,0.0,3269898.3806140623
2005-06-24,4504.43359375,HOLD,1000000.0,0.0,1000000.0,0.0,3207386.6952669206
2005-06-27,4477.41943359375,HOLD,1000000.0,0.0,1000000.0,0.0,3188151.234011772
2005-06-28,4497.6796875,HOLD,1000000.0,0.0,1000000.0,0.0,3202577.569192249
2005-06-29,4613.8359375,HOLD,1000000.0,0.0,1000000.0,0.0,3285286.749618181
2005-06-30,4673.93994140625,HOLD,1000000.0,0.0,1000000.0,0.0,3328083.869044841
2005-07-01,4710.40673828125,HOLD,1000000.0,0.0,1000000.0,0.0,3354050.090253688
2005-07-04,4835.3427734375,HOLD,1000000.0,0.0,1000000.0,0.0,3443010.9259679853
2005-07-05,4767.810546875,HOLD,1000000.0,0.0,1000000.0,0.0,3394924.532757782
2005-07-06,4925.16162109375,HOLD,1000000.0,0.0,1000000.0,0.0,3506966.531253539
2005-07-07,4815.08349609375,HOLD,1000000.0,0.0,1000000.0,0.0,3428585.2861498683
2005-07-08,4815.08349609375,HOLD,1000000.0,0.0,1000000.0,0.0,3428585.2861498683
2005-07-11,4720.537109375,HOLD,1000000.0,0.0,1000000.0,0.0,3361263.4316845164
2005-07-12,4798.2001953125,HOLD,1000000.0,0.0,1000000.0,0.0,3416563.5140067274
2005-07-13,4916.38232421875,HOLD,1000000.0,0.0,1000000.0,0.0,3500715.2236463535
2005-07-14,4918.408203125,HOLD,1000000.0,0.0,1000000.0,0.0,3502157.7528600474
2005-07-15,4956.90234375,HOLD,1000000.0,0.0,1000000.0,0.0,3529567.546326127
2005-07-18,4850.87451171875,HOLD,1000000.0,0.0,1000000.0,0.0,3454070.316606305
2005-07-19,5005.52587890625,HOLD,1000000.0,0.0,1000000.0,0.0,3564189.9858606756
2005-07-20,5041.3173828125,HOLD,1000000.0,0.0,1000000.0,0.0,3589675.3639982915
2005-07-21,5058.20068359375,HOLD,1000000.0,0.0,1000000.0,0.0,3601697.1361414324
2005-07-22,5031.18798828125,HOLD,1000000.0,0.0,1000000.0,0.0,3582462.717929823
2005-07-25,5115.60400390625,HOLD,1000000.0,0.0,1000000.0,0.0,3642571.230964347
2005-07-26,5122.35693359375,HOLD,1000000.0,0.0,1000000.0,0.0,3647379.6616766597
2005-07-27,5119.6552734375,HOLD,1000000.0,0.0,1000000.0,0.0,3645455.941710555
2005-07-28,5173.00634765625,HOLD,1000000.0,0.0,1000000.0,0.0,3683444.6304249023
2005-07-29,5132.48681640625,HOLD,1000000.0,0.0,1000000.0,0.0,3654592.655426308
2005-08-01,5220.2802734375,HOLD,1000000.0,0.0,1000000.0,0.0,3717106.0791793475
2005-08-02,5362.09814453125,HOLD,1000000.0,0.0,1000000.0,0.0,3818087.643993247
2005-08-03,5259.4482421875,HOLD,1000000.0,0.0,1000000.0,0.0,3744995.6726731197
2005-08-04,5269.578125,HOLD,1000000.0,0.0,1000000.0,0.0,3752208.6664227685
2005-08-05,5213.5263671875,HOLD,1000000.0,0.0,1000000.0,0.0,3712296.9531046753
2005-08-08,5301.318359375,HOLD,1000000.0,0.0,1000000.0,0.0,3774809.3338141767
2005-08-09,5233.78564453125,HOLD,1000000.0,0.0,1000000.0,0.0,3726722.5929227932
2005-08-10,5169.630859375,HOLD,1000000.0,0.0,1000000.0,0.0,3681041.110431105
2005-08-11,4997.4228515625,HOLD,1000000.0,0.0,1000000.0,0.0,3558420.2166870795
2005-08-12,4963.65478515625,HOLD,1000000.0,0.0,1000000.0,0.0,3534375.6293572597
2005-08-15,5079.81201171875,HOLD,1000000.0,0.0,1000000.0,0.0,3617085.505145551
2005-08-16,5234.46142578125,HOLD,1000000.0,0.0,1000000.0,0.0,3727203.783675204
2005-08-17,5243.916015625,HOLD,1000000.0,0.0,1000000.0,0.0,3733935.9343536207
2005-08-18,5267.552734375,HOLD,1000000.0,0.0,1000000.0,0.0,3750766.484890254
2005-08-19,5166.2529296875,HOLD,1000000.0,0.0,1000000.0,0.0,3678635.8520314097
2005-08-22,5254.04638671875,HOLD,1000000.0,0.0,1000000.0,0.0,3741149.275784449
2005-08-23,5287.13720703125,HOLD,1000000.0,0.0,1000000.0,0.0,3764711.6293183197
2005-08-24,5346.56591796875,HOLD,1000000.0,0.0,1000000.0,0.0,3807027.9056737483
2005-08-25,5267.552734375,HOLD,1000000.0,0.0,1000000.0,0.0,3750766.484890254
2005-08-26,5351.29248046875,HOLD,1000000.0,0.0,1000000.0,0.0,3810393.4594911877
2005-08-29,5301.318359375,HOLD,1000000.0,0.0,1000000.0,0.0,3774809.3338141767
2005-08-30,5382.35791015625,HOLD,1000000.0,0.0,1000000.0,0.0,3832513.631492544
2005-08-31,5301.318359375,HOLD,1000000.0,0.0,1000000.0,0.0,3774809.3338141767
2005-09-01,5240.53955078125,HOLD,1000000.0,0.0,1000000.0,0.0,3731531.7189974645
2005-09-02,5302.67041015625,HOLD,1000000.0,0.0,1000000.0,0.0,3775772.0630001775
2005-09-05,5098.720703125,HOLD,1000000.0,0.0,1000000.0,0.0,3630549.4588212064
2005-09-06,5262.82568359375,HOLD,1000000.0,0.0,1000000.0,0.0,3747400.583391635
2005-09-07,5328.33154296875,HOLD,1000000.0,0.0,1000000.0,0.0,3794044.099706966
2005-09-08,5401.267578125,HOLD,1000000.0,0.0,1000000.0,0.0,3845978.280530558
2005-09-09,5605.2158203125,HOLD,1000000.0,0.0,1000000.0,0.0,3991199.841665991
2005-09-12,5611.96923828125,HOLD,1000000.0,0.0,1000000.0,0.0,3996008.620059483
2005-09-13,5611.96923828125,HOLD,1000000.0,0.0,1000000.0,0.0,3996008.620059483
2005-09-14,5672.7490234375,HOLD,1000000.0,0.0,1000000.0,0.0,4039286.9302385533
2005-09-15,5761.21728515625,HOLD,1000000.0,0.0,1000000.0,0.0,4102280.8493816443
2005-09-16,5805.78857421875,HOLD,1000000.0,0.0,1000000.0,0.0,4134017.8828076264
2005-09-19,5733.52880859375,HOLD,1000000.0,0.0,1000000.0,0.0,4082565.2404176244
2005-09-20,5753.7890625,HOLD,1000000.0,0.0,1000000.0,0.0,4096991.5755981007
2005-09-21,5774.048828125,HOLD,1000000.0,0.0,1000000.0,0.0,4111417.5630973973
2005-09-22,5752.43798828125,HOLD,1000000.0,0.0,1000000.0,0.0,4096029.5417744587
2005-09-23,5614.67041015625,HOLD,1000000.0,0.0,1000000.0,0.0,3997931.9923444083
2005-09-26,5655.86669921875,HOLD,1000000.0,0.0,1000000.0,0.0,4027265.8534577717
2005-09-27,5828.07421875,HOLD,1000000.0,0.0,1000000.0,0.0,4149886.399520617
2005-09-28,5693.00927734375,HOLD,1000000.0,0.0,1000000.0,0.0,4053713.26541903
2005-09-29,5611.96923828125,HOLD,1000000.0,0.0,1000000.0,0.0,3996008.620059483
2005-09-30,5514.046875,HOLD,1000000.0,0.0,1000000.0,0.0,3926282.8979191543
2005-10-03,5652.4892578125,HOLD,1000000.0,0.0,1000000.0,0.0,4024860.9427392567
2005-10-04,5774.048828125,HOLD,1000000.0,0.0,1000000.0,0.0,4111417.5630973973
2005-10-05,5608.59326171875,HOLD,1000000.0,0.0,1000000.0,0.0,3993604.752384506
2005-10-06,5537.00830078125,HOLD,1000000.0,0.0,1000000.0,0.0,3942632.605384556
2005-10-07,5460.02099609375,HOLD,1000000.0,0.0,1000000.0,0.0,3887813.7138147554
2005-10-10,5409.37158203125,HOLD,1000000.0,0.0,1000000.0,0.0,3851748.745066513
2005-10-11,5497.1630859375,HOLD,1000000.0,0.0,1000000.0,0.0,3914260.778094834
2005-10-12,5422.8779296875,HOLD,1000000.0,0.0,1000000.0,0.0,3861365.954172318
2005-10-13,5169.630859375,HOLD,1000000.0,0.0,1000000.0,0.0,3681041.110431105
2005-10-14,4896.1220703125,HOLD,1000000.0,0.0,1000000.0,0.0,3486288.8884658767
2005-10-17,4983.240234375,HOLD,1000000.0,0.0,1000000.0,0.0,3548321.469147685
2005-10-18,4855.60302734375,HOLD,1000000.0,0.0,1000000.0,0.0,3457437.261148462
2005-10-19,4609.1083984375,HOLD,1000000.0,0.0,1000000.0,0.0,3281920.500438383
2005-10-20,4761.732421875,HOLD,1000000.0,0.0,1000000.0,0.0,3390596.597435521
2005-10-21,4727.291015625,HOLD,1000000.0,0.0,1000000.0,0.0,3366072.5577591876
2005-10-24,4767.134765625,HOLD,1000000.0,0.0,1000000.0,0.0,3394443.342005371
2005-10-25,4888.69384765625,HOLD,1000000.0,0.0,1000000.0,0.0,3480999.6146823326
2005-10-26,5030.51220703125,HOLD,1000000.0,0.0,1000000.0,0.0,3581981.527177412
2005-10-27,4973.78564453125,HOLD,1000000.0,0.0,1000000.0,0.0,3541589.3184692673
2005-10-28,5044.6943359375,HOLD,1000000.0,0.0,1000000.0,0.0,3592079.927035628
2005-10-31,5044.6943359375,HOLD,1000000.0,0.0,1000000.0,0.0,3592079.927035628
2005-11-01,5044.6943359375,HOLD,1000000.0,0.0,1000000.0,0.0,3592079.927035628
2005-11-02,5186.5126953125,HOLD,1000000.0,0.0,1000000.0,0.0,3693061.839530707
2005-11-03,5365.47509765625,HOLD,1000000.0,0.0,1000000.0,0.0,3820492.2070305827
2005-11-04,5389.11181640625,HOLD,1000000.0,0.0,1000000.0,0.0,3837322.7575672157
2005-11-07,5348.591796875,HOLD,1000000.0,0.0,1000000.0,0.0,3808470.4348874423
2005-11-08,5112.2265625,HOLD,1000000.0,0.0,1000000.0,0.0,3640166.3202458313
2005-11-09,5007.5517578125,HOLD,1000000.0,0.0,1000000.0,0.0,3565632.5150743695
2005-11-10,4881.9404296875,HOLD,1000000.0,0.0,1000000.0,0.0,3476190.8362888405
2005-11-11,4862.35595703125,HOLD,1000000.0,0.0,1000000.0,0.0,3462245.6918607745
2005-11-14,4845.47216796875,HOLD,1000000.0,0.0,1000000.0,0.0,3450223.572036455
2005-11-15,4794.8232421875,HOLD,1000000.0,0.0,1000000.0,0.0,3414158.9509693915
2005-11-16,4862.35595703125,HOLD,1000000.0,0.0,1000000.0,0.0,3462245.6918607745
2005-11-17,5031.18798828125,HOLD,1000000.0,0.0,1000000.0,0.0,3582462.717929823
2005-11-18,5031.18798828125,HOLD,1000000.0,0.0,1000000.0,0.0,3582462.717929823
2005-11-21,4943.39599609375,HOLD,1000000.0,0.0,1000000.0,0.0,3519950.337220322
2005-11-22,4856.27783203125,HOLD,1000000.0,0.0,1000000.0,0.0,3457917.756538514
2005-11-23,4862.35595703125,HOLD,1000000.0,0.0,1000000.0,0.0,3462245.6918607745
2005-11-24,4946.77197265625,HOLD,1000000.0,0.0,1000000.0,0.0,3522354.204895299
2005-11-25,4977.162109375,HOLD,1000000.0,0.0,1000000.0,0.0,3543993.533825424
2005-11-28,5044.6943359375,HOLD,1000000.0,0.0,1000000.0,0.0,3592079.927035628
2005-11-29,4923.13623046875,HOLD,1000000.0,0.0,1000000.0,0.0,3505524.3497210247
2005-11-30,4794.8232421875,HOLD,1000000.0,0.0,1000000.0,0.0,3414158.9509693915
2005-12-01,4794.8232421875,HOLD,1000000.0,0.0,1000000.0,0.0,3414158.9509693915
2005-12-02,4788.07080078125,HOLD,1000000.0,0.0,1000000.0,0.0,3409350.8679382587
2005-12-05,4788.07080078125,HOLD,1000000.0,0.0,1000000.0,0.0,3409350.8679382587
2005-12-06,4598.978515625,HOLD,1000000.0,0.0,1000000.0,0.0,3274707.506688734
2005-12-07,4558.45849609375,HOLD,1000000.0,0.0,1000000.0,0.0,3245855.18400896
2005-12-08,4559.80908203125,HOLD,1000000.0,0.0,1000000.0,0.0,3246816.870151423
2005-12-09,4484.17236328125,HOLD,1000000.0,0.0,1000000.0,0.0,3192959.664724085
2005-12-12,4693.52392578125,HOLD,1000000.0,0.0,1000000.0,0.0,3342028.665791727
2005-12-13,4669.88818359375,HOLD,1000000.0,0.0,1000000.0,0.0,3325198.810617453
2005-12-14,4632.74462890625,HOLD,1000000.0,0.0,1000000.0,0.0,3298750.7032938357
2005-12-15,4630.04345703125,HOLD,1000000.0,0.0,1000000.0,0.0,3296827.3310089107
2005-12-16,4713.7841796875,HOLD,1000000.0,0.0,1000000.0,0.0,3356455.0009722034
2005-12-19,4727.291015625,HOLD,1000000.0,0.0,1000000.0,0.0,3366072.5577591876
2005-12-20,4707.03125,HOLD,1000000.0,0.0,1000000.0,0.0,3351646.570259891
2005-12-21,4729.31591796875,HOLD,1000000.0,0.0,1000000.0,0.0,3367514.3916105228
2005-12-22,4653.0048828125,HOLD,1000000.0,0.0,1000000.0,0.0,3313177.038474312
2005-12-23,4642.87548828125,HOLD,1000000.0,0.0,1000000.0,0.0,3305964.3924058434
2005-12-26,4642.87548828125,HOLD,1000000.0,0.0,1000000.0,0.0,3305964.3924058434
2005-12-27,4747.55029296875,HOLD,1000000.0,0.0,1000000.0,0.0,3380498.1975773056
2005-12-28,4727.291015625,HOLD,1000000.0,0.0,1000000.0,0.0,3366072.5577591876
2005-12-29,4778.61572265625,HOLD,1000000.0,0.0,1000000.0,0.0,3402618.369578662
2005-12-30,4705.00390625,HOLD,1000000.0,0.0,1000000.0,0.0,3350202.9980026586
2006-01-02,4794.8232421875,HOLD,1000000.0,0.0,1000000.0,0.0,3414158.9509693915
2006-01-03,4875.86279296875,HOLD,1000000.0,0.0,1000000.0,0.0,3471863.248647759
2006-01-04,4904.90234375,HOLD,1000000.0,0.0,1000000.0,0.0,3492540.891435422
2006-01-05,4919.08349609375,HOLD,1000000.0,0.0,1000000.0,0.0,3502638.595931278
2006-01-06,5029.837890625,HOLD,1000000.0,0.0,1000000.0,0.0,3581501.37946854
2006-01-09,5145.99365234375,HOLD,1000000.0,0.0,1000000.0,0.0,3664210.2122132923
2006-01-10,5142.61669921875,HOLD,1000000.0,0.0,1000000.0,0.0,3661805.6491759564
2006-01-11,5115.60400390625,HOLD,1000000.0,0.0,1000000.0,0.0,3642571.230964347
2006-01-12,5097.3701171875,HOLD,1000000.0,0.0,1000000.0,0.0,3629587.7726787436
2006-01-13,5164.22802734375,HOLD,1000000.0,0.0,1000000.0,0.0,3677194.0181800746
2006-01-16,5132.48681640625,HOLD,1000000.0,0.0,1000000.0,0.0,3654592.655426308
2006-01-17,5185.8388671875,HOLD,1000000.0,0.0,1000000.0,0.0,3692582.039503014
2006-01-18,5024.43505859375,HOLD,1000000.0,0.0,1000000.0,0.0,3577654.28721751
2006-01-19,4999.447265625,HOLD,1000000.0,0.0,1000000.0,0.0,3559861.7028572354
2006-01-20,5084.5390625,HOLD,1000000.0,0.0,1000000.0,0.0,3620451.40664417
2006-01-23,5048.07080078125,HOLD,1000000.0,0.0,1000000.0,0.0,3594484.142391784
2006-01-24,4983.240234375,HOLD,1000000.0,0.0,1000000.0,0.0,3548321.469147685
2006-01-25,4951.4990234375,HOLD,1000000.0,0.0,1000000.0,0.0,3525720.106393918
2006-01-26,4794.14892578125,HOLD,1000000.0,0.0,1000000.0,0.0,3413678.8032605196
2006-01-27,4994.044921875,HOLD,1000000.0,0.0,1000000.0,0.0,3556014.9582873853
2006-01-30,4929.88916015625,HOLD,1000000.0,0.0,1000000.0,0.0,3510332.7804333377
