date,price,signal,cash,shares,equity,drawdown,bh_equity
2002-05-01,1535.8553466796875,HOLD,1000000.0,0.0,1000000.0,0.0,1093607.4208375588
2002-05-02,1555.73486328125,HOLD,1000000.0,0.0,1000000.0,0.0,1107762.6516183298
2002-05-03,1596.135498046875,HOLD,1000000.0,0.0,1000000.0,0.0,1136529.9662497188
2002-05-06,1648.0787353515625,HOLD,1000000.0,0.0,1000000.0,0.0,1173516.2032033084
2002-05-07,1577.538330078125,HOLD,1000000.0,0.0,1000000.0,0.0,1123287.8331665767
2002-05-08,1603.1893310546875,HOLD,1000000.0,0.0,1000000.0,0.0,1141552.6554888906
2002-05-09,1586.51611328125,HOLD,1000000.0,0.0,1000000.0,0.0,1129680.4731732244
2002-05-10,1583.950927734375,HOLD,1000000.0,0.0,1000000.0,0.0,1127853.9300967867
2002-05-13,1564.7130126953125,HOLD,1000000.0,0.0,1000000.0,0.0,1114155.5523858622
2002-05-14,1577.538330078125,HOLD,1000000.0,0.0,1000000.0,0.0,1123287.8331665767
2002-05-15,1577.538330078125,HOLD,1000000.0,0.0,1000000.0,0.0,1123287.8331665767
2002-05-16,1558.2999267578125,HOLD,1000000.0,0.0,1000000.0,0.0,1109589.1077744728
2002-05-17,1550.6048583984375,HOLD,1000000.0,0.0,1000000.0,0.0,1104109.826226339
2002-05-20,1550.6048583984375,HOLD,1000000.0,0.0,1000000.0,0.0,1104109.826226339
2002-05-21,1506.356689453125,HOLD,1000000.0,0.0,1000000.0,0.0,1072602.870820883
2002-05-22,1452.4896240234375,HOLD,1000000.0,0.0,1000000.0,0.0,1034246.7700201125
2002-05-23,1475.5755615234375,HOLD,1000000.0,0.0,1000000.0,0.0,1050685.1361862835
2002-05-24,1471.727783203125,HOLD,1000000.0,0.0,1000000.0,0.0,1047945.3215716268
2002-05-27,1470.4454345703125,HOLD,1000000.0,0.0,1000000.0,0.0,1047032.2238739976
2002-05-28,1462.1087646484375,HOLD,1000000.0,0.0,1000000.0,0.0,1041096.089256017
2002-05-29,1462.1087646484375,HOLD,1000000.0,0.0,1000000.0,0.0,1041096.089256017
2002-05-30,1500.5850830078125,HOLD,1000000.0,0.0,1000000.0,0.0,1068493.1923590454
2002-05-31,1448.000732421875,HOLD,1000000.0,0.0,1000000.0,0.0,1031050.4500167888
2002-06-03,1478.140625,HOLD,1000000.0,0.0,1000000.0,0.0,1052511.5923424263
2002-06-04,1489.498291015625,HOLD,1000000.0,0.0,1000000.0,0.0,1060598.8304178962
2002-06-05,1475.22021484375,HOLD,1000000.0,0.0,1000000.0,0.0,1050432.1112079113
2002-06-06,1449.908203125,HOLD,1000000.0,0.0,1000000.0,0.0,1032408.6665444567
2002-06-07,1421.3511962890625,HOLD,1000000.0,0.0,1000000.0,0.0,1012074.6196824228
2002-06-10,1423.9476318359375,HOLD,1000000.0,0.0,1000000.0,0.0,1013923.4143543479
2002-06-11,1427.8416748046875,HOLD,1000000.0,0.0,1000000.0,0.0,1016696.171760761
2002-06-12,1435.6297607421875,HOLD,1000000.0,0.0,1000000.0,0.0,1022241.6865735872
2002-06-13,1432.384521484375,HOLD,1000000.0,0.0,1000000.0,0.0,1019930.9105344181
2002-06-14,1421.3511962890625,HOLD,1000000.0,0.0,1000000.0,0.0,1012074.6196824228
2002-06-17,1423.9476318359375,HOLD,1000000.0,0.0,1000000.0,0.0,1013923.4143543479
2002-06-18,1447.3123779296875,HOLD,1000000.0,0.0,1000000.0,0.0,1030560.306474006
2002-06-19,1414.8614501953125,HOLD,1000000.0,0.0,1000000.0,0.0,1007453.5891258538
2002-06-20,1380.4630126953125,HOLD,1000000.0,0.0,1000000.0,0.0,982960.1453933157
2002-06-21,1388.9002685546875,HOLD,1000000.0,0.0,1000000.0,0.0,988967.9023342705
2002-06-24,1375.9202880859375,HOLD,1000000.0,0.0,1000000.0,0.0,979725.4935399533
2002-06-25,1381.1121826171875,HOLD,1000000.0,0.0,1000000.0,0.0,983422.3875214442
2002-06-26,1304.5277099609375,HOLD,1000000.0,0.0,1000000.0,0.0,928890.3329247211
2002-06-27,1294.1435546875,HOLD,1000000.0,0.0,1000000.0,0.0,921496.2842008544
2002-06-28,1265.5869140625,HOLD,1000000.0,0.0,1000000.0,0.0,901162.4980997051
2002-07-01,1350.6082763671875,HOLD,1000000.0,0.0,1000000.0,0.0,961702.0488764987
2002-07-02,1321.402587890625,HOLD,1000000.0,0.0,1000000.0,0.0,940906.1075675156
2002-07-03,1379.1650390625,HOLD,1000000.0,0.0,1000000.0,0.0,982035.9218979429
2002-07-04,1427.8416748046875,HOLD,1000000.0,0.0,1000000.0,0.0,1016696.171760761
2002-07-05,1479.1141357421875,HOLD,1000000.0,0.0,1000000.0,0.0,1053204.7816940295
2002-07-08,1397.337646484375,HOLD,1000000.0,0.0,1000000.0,0.0,994975.7461955204
2002-07-09,1362.939697265625,HOLD,1000000.0,0.0,1000000.0,0.0,970482.6501441617
2002-07-10,1374.6219482421875,HOLD,1000000.0,0.0,1000000.0,0.0,978801.009283696
2002-07-11,1344.76708984375,HOLD,1000000.0,0.0,1000000.0,0.0,957542.8258465842
2002-07-12,1357.7476806640625,HOLD,1000000.0,0.0,1000000.0,0.0,966785.6692423758
2002-07-15,1317.5084228515625,HOLD,1000000.0,0.0,1000000.0,0.0,938133.2632408076
2002-07-16,1314.9124755859375,HOLD,1000000.0,0.0,1000000.0,0.0,936284.816250062
2002-07-17,1331.786865234375,HOLD,1000000.0,0.0,1000000.0,0.0,948300.2432116771
2002-07-18,1349.959228515625,HOLD,1000000.0,0.0,1000000.0,0.0,961239.893668665
2002-07-19,1359.0455322265625,HOLD,1000000.0,0.0,1000000.0,0.0,967709.8058174537
2002-07-22,1298.0377197265625,HOLD,1000000.0,0.0,1000000.0,0.0,924269.1285275624
2002-07-23,1299.335693359375,HOLD,1000000.0,0.0,1000000.0,0.0,925193.3520229352
2002-07-24,1168.234130859375,HOLD,1000000.0,0.0,1000000.0,0.0,831842.3460552484
2002-07-25,1194.1947021484375,HOLD,1000000.0,0.0,1000000.0,0.0,850327.5982453574
2002-07-26,1206.5262451171875,HOLD,1000000.0,0.0,1000000.0,0.0,859108.2864333153
2002-07-29,1246.1163330078125,HOLD,1000000.0,0.0,1000000.0,0.0,887298.4503067548
2002-07-30,1253.2554931640625,HOLD,1000000.0,0.0,1000000.0,0.0,892381.896832042
2002-07-31,1290.2496337890625,HOLD,1000000.0,0.0,1000000.0,0.0,918723.6137147361
2002-08-01,1309.7200927734375,HOLD,1000000.0,0.0,1000000.0,0.0,932587.5745873915
2002-08-02,1323.9986572265625,HOLD,1000000.0,0.0,1000000.0,0.0,942754.641478556
2002-08-05,1292.1968994140625,HOLD,1000000.0,0.0,1000000.0,0.0,920110.1662585323
2002-08-06,1320.7532958984375,HOLD,1000000.0,0.0,1000000.0,0.0,940443.778519092
2002-08-07,1298.0377197265625,HOLD,1000000.0,0.0,1000000.0,0.0,924269.1285275624
2002-08-08,1311.01806640625,HOLD,1000000.0,0.0,1000000.0,0.0,933511.7980827643
2002-08-09,1291.5474853515625,HOLD,1000000.0,0.0,1000000.0,0.0,919647.7502898141
2002-08-12,1291.5474853515625,HOLD,1000000.0,0.0,1000000.0,0.0,919647.7502898141
2002-08-13,1307.7728271484375,HOLD,1000000.0,0.0,1000000.0,0.0,931201.0220435952
2002-08-14,1320.7532958984375,HOLD,1000000.0,0.0,1000000.0,0.0,940443.778519092
2002-08-15,1362.939697265625,HOLD,1000000.0,0.0,1000000.0,0.0,970482.6501441617
2002-08-16,1344.76708984375,HOLD,1000000.0,0.0,1000000.0,0.0,957542.8258465842
2002-08-19,1344.76708984375,HOLD,1000000.0,0.0,1000000.0,0.0,957542.8258465842
2002-08-20,1344.76708984375,HOLD,1000000.0,0.0,1000000.0,0.0,957542.8258465842
2002-08-21,1401.880859375,HOLD,1000000.0,0.0,1000000.0,0.0,998210.7457300622
2002-08-22,1444.0670166015625,HOLD,1000000.0,0.0,1000000.0,0.0,1028249.4435145422
2002-08-23,1464.1865234375,HOLD,1000000.0,0.0,1000000.0,0.0,1042575.5595950314
2002-08-26,1460.29248046875,HOLD,1000000.0,0.0,1000000.0,0.0,1039802.8021886183
2002-08-27,1476.517822265625,HOLD,1000000.0,0.0,1000000.0,0.0,1051356.0739423996
2002-08-28,1453.802490234375,HOLD,1000000.0,0.0,1000000.0,0.0,1035181.5977914595
2002-08-29,1401.880859375,HOLD,1000000.0,0.0,1000000.0,0.0,998210.7457300622
2002-08-30,1434.3319091796875,HOLD,1000000.0,0.0,1000000.0,0.0,1021317.5499985092
2002-09-02,1408.3709716796875,HOLD,1000000.0,0.0,1000000.0,0.0,1002832.0370475156
2002-09-03,1336.9788818359375,HOLD,1000000.0,0.0,1000000.0,0.0,951997.224113463
2002-09-04,1321.402587890625,HOLD,1000000.0,0.0,1000000.0,0.0,940906.1075675156
2002-09-05,1304.5277099609375,HOLD,1000000.0,0.0,1000000.0,0.0,928890.3329247211
2002-09-06,1340.223876953125,HOLD,1000000.0,0.0,1000000.0,0.0,954307.8263120423
2002-09-09,1362.939697265625,HOLD,1000000.0,0.0,1000000.0,0.0,970482.6501441617
2002-09-10,1424.59619140625,HOLD,1000000.0,0.0,1000000.0,0.0,1014385.2218810021
2002-09-11,1453.1531982421875,HOLD,1000000.0,0.0,1000000.0,0.0,1034719.268743036
2002-09-12,1396.0396728515625,HOLD,1000000.0,0.0,1000000.0,0.0,994051.5227001476
2002-09-13,1386.304443359375,HOLD,1000000.0,0.0,1000000.0,0.0,987119.54226382
2002-09-16,1408.3709716796875,HOLD,1000000.0,0.0,1000000.0,0.0,1002832.0370475156
2002-09-17,1408.3709716796875,HOLD,1000000.0,0.0,1000000.0,0.0,1002832.0370475156
2002-09-18,1401.880859375,HOLD,1000000.0,0.0,1000000.0,0.0,998210.7457300622
2002-09-19,1345.4161376953125,HOLD,1000000.0,0.0,1000000.0,0.0,958004.9810544179
2002-09-20,1387.6024169921875,HOLD,1000000.0,0.0,1000000.0,0.0,988043.7657591928
2002-09-23,1372.6749267578125,HOLD,1000000.0,0.0,1000000.0,0.0,977414.6305804894
2002-09-24,1375.9202880859375,HOLD,1000000.0,0.0,1000000.0,0.0,979725.4935399533
2002-09-25,1388.9002685546875,HOLD,1000000.0,0.0,1000000.0,0.0,988967.9023342705
2002-09-26,1394.0927734375,HOLD,1000000.0,0.0,1000000.0,0.0,992665.2309172361
2002-09-27,1353.20458984375,HOLD,1000000.0,0.0,1000000.0,0.0,963550.7566281288
2002-09-30,1311.01806640625,HOLD,1000000.0,0.0,1000000.0,0.0,933511.7980827643
2002-10-01,1318.1572265625,HOLD,1000000.0,0.0,1000000.0,0.0,938595.2446080516
2002-10-02,1304.5277099609375,HOLD,1000000.0,0.0,1000000.0,0.0,928890.3329247211
2002-10-03,1304.5277099609375,HOLD,1000000.0,0.0,1000000.0,0.0,928890.3329247211
2002-10-04,1296.7398681640625,HOLD,1000000.0,0.0,1000000.0,0.0,923344.9919524846
2002-10-07,1278.5673828125,HOLD,1000000.0,0.0,1000000.0,0.0,910405.2545752018
2002-10-08,1253.9046630859375,HOLD,1000000.0,0.0,1000000.0,0.0,892844.1389601708
2002-10-09,1201.333984375,HOLD,1000000.0,0.0,1000000.0,0.0,855411.1316909397
2002-10-10,1186.4066162109375,HOLD,1000000.0,0.0,1000000.0,0.0,844782.0834325311
2002-10-11,1233.135986328125,HOLD,1000000.0,0.0,1000000.0,0.0,878055.7807515529
2002-10-14,1233.135986328125,HOLD,1000000.0,0.0,1000000.0,0.0,878055.7807515529
2002-10-15,1310.3692626953125,HOLD,1000000.0,0.0,1000000.0,0.0,933049.8167155202
2002-10-16,1285.0574951171875,HOLD,1000000.0,0.0,1000000.0,0.0,915026.5458926553
2002-10-17,1329.1905517578125,HOLD,1000000.0,0.0,1000000.0,0.0,946451.535460047
2002-10-18,1314.26318359375,HOLD,1000000.0,0.0,1000000.0,0.0,935822.4872016385
2002-10-21,1359.694580078125,HOLD,1000000.0,0.0,1000000.0,0.0,968171.9610252875
2002-10-22,1373.3238525390625,HOLD,1000000.0,0.0,1000000.0,0.0,977876.6988680284
2002-10-23,1373.3238525390625,HOLD,1000000.0,0.0,1000000.0,0.0,977876.6988680284
2002-10-24,1362.939697265625,HOLD,1000000.0,0.0,1000000.0,0.0,970482.6501441617
2002-10-25,1312.316162109375,HOLD,1000000.0,0.0,1000000.0,0.0,934436.108498432
2002-10-28,1356.4493408203125,HOLD,1000000.0,0.0,1000000.0,0.0,965861.1849861183
2002-10-29,1349.310302734375,HOLD,1000000.0,0.0,1000000.0,0.0,960777.8253811259
2002-10-30,1385.00634765625,HOLD,1000000.0,0.0,1000000.0,0.0,986195.2318481522
2002-10-31,1401.2318115234375,HOLD,1000000.0,0.0,1000000.0,0.0,997748.5905222284
2002-11-01,1401.2318115234375,HOLD,1000000.0,0.0,1000000.0,0.0,997748.5905222284
2002-11-04,1441.4708251953125,HOLD,1000000.0,0.0,1000000.0,0.0,1026400.8226832069
2002-11-05,1418.75537109375,HOLD,1000000.0,0.0,1000000.0,0.0,1010226.2596119723
2002-11-06,1411.6160888671875,HOLD,1000000.0,0.0,1000000.0,0.0,1005142.7261663899
2002-11-07,1401.880859375,HOLD,1000000.0,0.0,1000000.0,0.0,998210.7457300622
2002-11-08,1403.1785888671875,HOLD,1000000.0,0.0,1000000.0,0.0,999134.7953848452
2002-11-11,1414.8614501953125,HOLD,1000000.0,0.0,1000000.0,0.0,1007453.5891258538
2002-11-12,1408.3709716796875,HOLD,1000000.0,0.0,1000000.0,0.0,1002832.0370475156
2002-11-13,1424.59619140625,HOLD,1000000.0,0.0,1000000.0,0.0,1014385.2218810021
2002-11-14,1440.173095703125,HOLD,1000000.0,0.0,1000000.0,0.0,1025476.773028424
2002-11-15,1447.3123779296875,HOLD,1000000.0,0.0,1000000.0,0.0,1030560.306474006
2002-11-18,1504.4259033203125,HOLD,1000000.0,0.0,1000000.0,0.0,1071228.0525168944
2002-11-19,1479.7630615234375,HOLD,1000000.0,0.0,1000000.0,0.0,1053666.8499815685
2002-11-20,1461.590576171875,HOLD,1000000.0,0.0,1000000.0,0.0,1040727.1126042858
2002-11-21,1516.1083984375,HOLD,1000000.0,0.0,1000000.0,0.0,1079546.5854970186
2002-11-22,1534.929931640625,HOLD,1000000.0,0.0,1000000.0,0.0,1092948.478082135
2002-11-25,1520.0023193359375,HOLD,1000000.0,0.0,1000000.0,0.0,1082319.2559831368
2002-11-26,1500.5316162109375,HOLD,1000000.0,0.0,1000000.0,0.0,1068455.1212698915
2002-11-27,1499.233642578125,HOLD,1000000.0,0.0,1000000.0,0.0,1067530.8977745187
2002-11-28,1479.7630615234375,HOLD,1000000.0,0.0,1000000.0,0.0,1053666.8499815685
2002-11-29,1460.29248046875,HOLD,1000000.0,0.0,1000000.0,0.0,1039802.8021886183
2002-12-02,1483.6572265625,HOLD,1000000.0,0.0,1000000.0,0.0,1056439.6943082765
2002-12-03,1473.2725830078125,HOLD,1000000.0,0.0,1000000.0,0.0,1049045.2979032304
2002-12-04,1447.3123779296875,HOLD,1000000.0,0.0,1000000.0,0.0,1030560.306474006
2002-12-05,1444.0670166015625,HOLD,1000000.0,0.0,1000000.0,0.0,1028249.4435145422
2002-12-06,1414.8614501953125,HOLD,1000000.0,0.0,1000000.0,0.0,1007453.5891258538
2002-12-09,1411.6160888671875,HOLD,1000000.0,0.0,1000000.0,0.0,1005142.7261663899
2002-12-10,1405.1260986328125,HOLD,1000000.0,0.0,1000000.0,0.0,1000521.5217692314
2002-12-11,1367.4827880859375,HOLD,1000000.0,0.0,1000000.0,0.0,973717.5627584086
2002-12-12,1375.9202880859375,HOLD,1000000.0,0.0,1000000.0,0.0,979725.4935399533
2002-12-13,1414.8614501953125,HOLD,1000000.0,0.0,1000000.0,0.0,1007453.5891258538
2002-12-16,1440.8218994140625,HOLD,1000000.0,0.0,1000000.0,0.0,1025938.7543956679
2002-12-17,1438.8748779296875,HOLD,1000000.0,0.0,1000000.0,0.0,1024552.3756924615
2002-12-18,1444.0670166015625,HOLD,1000000.0,0.0,1000000.0,0.0,1028249.4435145422
2002-12-19,1440.8218994140625,HOLD,1000000.0,0.0,1000000.0,0.0,1025938.7543956679
2002-12-20,1403.827880859375,HOLD,1000000.0,0.0,1000000.0,0.0,999597.1244332688
2002-12-23,1458.3455810546875,HOLD,1000000.0,0.0,1000000.0,0.0,1038416.5104057066
2002-12-24,1458.3455810546875,HOLD,1000000.0,0.0,1000000.0,0.0,1038416.5104057066
2002-12-25,1458.3455810546875,HOLD,1000000.0,0.0,1000000.0,0.0,1038416.5104057066
2002-12-26,1458.3455810546875,HOLD,1000000.0,0.0,1000000.0,0.0,1038416.5104057066
2002-12-27,1456.3984375,HOLD,1000000.0,0.0,1000000.0,0.0,1037030.0447822051
2002-12-30,1427.8416748046875,HOLD,1000000.0,0.0,1000000.0,0.0,1016696.171760761
2002-12-31,1434.3319091796875,HOLD,1000000.0,0.0,1000000.0,0.0,1021317.5499985092
2003-01-01,1434.3319091796875,HOLD,1000000.0,0.0,1000000.0,0.0,1021317.5499985092
2003-01-02,1463.537841796875,HOLD,1000000.0,0.0,1000000.0,0.0,1042113.6651480822
2003-01-03,1461.590576171875,HOLD,1000000.0,0.0,1000000.0,0.0,1040727.1126042858
2003-01-06,1443.41796875,HOLD,1000000.0,0.0,1000000.0,0.0,1027787.2883067083
2003-01-07,1440.8218994140625,HOLD,1000000.0,0.0,1000000.0,0.0,1025938.7543956679
2003-01-08,1450.5576171875,HOLD,1000000.0,0.0,1000000.0,0.0,1032871.0825131751
2003-01-09,1453.802490234375,HOLD,1000000.0,0.0,1000000.0,0.0,1035181.5977914595
2003-01-10,1475.22021484375,HOLD,1000000.0,0.0,1000000.0,0.0,1050432.1112079113
2003-01-13,1495.988525390625,HOLD,1000000.0,0.0,1000000.0,0.0,1065220.2086556447
2003-01-14,1508.9688720703125,HOLD,1000000.0,0.0,1000000.0,0.0,1074462.8782108466
2003-01-15,1505.7236328125,HOLD,1000000.0,0.0,1000000.0,0.0,1072152.1021716776
2003-01-16,1544.6651611328125,HOLD,1000000.0,0.0,1000000.0,0.0,1099880.4585184627
2003-01-17,1541.419921875,HOLD,1000000.0,0.0,1000000.0,0.0,1097569.6824792936
2003-01-20,1499.233642578125,HOLD,1000000.0,0.0,1000000.0,0.0,1067530.8977745187
2003-01-21,1525.1944580078125,HOLD,1000000.0,0.0,1000000.0,0.0,1086016.3238052176
2003-01-22,1499.233642578125,HOLD,1000000.0,0.0,1000000.0,0.0,1067530.8977745187
2003-01-23,1492.74365234375,HOLD,1000000.0,0.0,1000000.0,0.0,1062909.6933773602
2003-01-24,1470.028076171875,HOLD,1000000.0,0.0,1000000.0,0.0,1046735.0433858307
2003-01-27,1450.5576171875,HOLD,1000000.0,0.0,1000000.0,0.0,1032871.0825131751
2003-01-28,1447.3123779296875,HOLD,1000000.0,0.0,1000000.0,0.0,1030560.306474006
2003-01-29,1447.3123779296875,HOLD,1000000.0,0.0,1000000.0,0.0,1030560.306474006
2003-01-30,1440.8218994140625,HOLD,1000000.0,0.0,1000000.0,0.0,1025938.7543956679
2003-01-31,1427.8416748046875,HOLD,1000000.0,0.0,1000000.0,0.0,1016696.171760761
2003-02-03,1418.106201171875,HOLD,1000000.0,0.0,1000000.0,0.0,1009764.0174838434
2003-02-04,1396.6885986328125,HOLD,1000000.0,0.0,1000000.0,0.0,994513.5909876866
2003-02-05,1388.9002685546875,HOLD,1000000.0,0.0,1000000.0,0.0,988967.9023342705
2003-02-06,1385.00634765625,HOLD,1000000.0,0.0,1000000.0,0.0,986195.2318481522
2003-02-07,1405.1260986328125,HOLD,1000000.0,0.0,1000000.0,0.0,1000521.5217692314
2003-02-10,1396.6885986328125,HOLD,1000000.0,0.0,1000000.0,0.0,994513.5909876866
2003-02-11,1401.880859375,HOLD,1000000.0,0.0,1000000.0,0.0,998210.7457300622
2003-02-12,1411.6160888671875,HOLD,1000000.0,0.0,1000000.0,0.0,1005142.7261663899
2003-02-13,1431.0865478515625,HOLD,1000000.0,0.0,1000000.0,0.0,1019006.6870390453
2003-02-14,1401.880859375,HOLD,1000000.0,0.0,1000000.0,0.0,998210.7457300622
2003-02-17,1405.1260986328125,HOLD,1000000.0,0.0,1000000.0,0.0,1000521.5217692314
2003-02-18,1414.8614501953125,HOLD,1000000.0,0.0,1000000.0,0.0,1007453.5891258538
2003-02-19,1411.6160888671875,HOLD,1000000.0,0.0,1000000.0,0.0,1005142.7261663899
2003-02-20,1397.9864501953125,HOLD,1000000.0,0.0,1000000.0,0.0,995437.7275627645
2003-02-21,1408.3709716796875,HOLD,1000000.0,0.0,1000000.0,0.0,1002832.0370475156
2003-02-24,1439.52392578125,HOLD,1000000.0,0.0,1000000.0,0.0,1025014.5309002951
2003-02-25,1419.404296875,HOLD,1000000.0,0.0,1000000.0,0.0,1010688.3278995111
2003-02-26,1408.3709716796875,HOLD,1000000.0,0.0,1000000.0,0.0,1002832.0370475156
2003-02-27,1424.59619140625,HOLD,1000000.0,0.0,1000000.0,0.0,1014385.2218810021
2003-02-28,1430.437744140625,HOLD,1000000.0,0.0,1000000.0,0.0,1018544.7056718013
2003-03-03,1409.6690673828125,HOLD,1000000.0,0.0,1000000.0,0.0,1003756.3474631835
2003-03-04,1408.3709716796875,HOLD,1000000.0,0.0,1000000.0,0.0,1002832.0370475156
2003-03-05,1437.5767822265625,HOLD,1000000.0,0.0,1000000.0,0.0,1023628.0652767938
2003-03-06,1420.7021484375,HOLD,1000000.0,0.0,1000000.0,0.0,1011612.464474589
2003-03-07,1408.3709716796875,HOLD,1000000.0,0.0,1000000.0,0.0,1002832.0370475156
2003-03-10,1439.52392578125,HOLD,1000000.0,0.0,1000000.0,0.0,1025014.5309002951
2003-03-11,1460.29248046875,HOLD,1000000.0,0.0,1000000.0,0.0,1039802.8021886183
2003-03-12,1457.047607421875,HOLD,1000000.0,0.0,1000000.0,0.0,1037492.2869103338
2003-03-13,1464.8359375,HOLD,1000000.0,0.0,1000000.0,0.0,1043037.9755637498
2003-03-14,1463.537841796875,HOLD,1000000.0,0.0,1000000.0,0.0,1042113.6651480822
2003-03-17,1423.2984619140625,HOLD,1000000.0,0.0,1000000.0,0.0,1013461.172226219
2003-03-18,1443.41796875,HOLD,1000000.0,0.0,1000000.0,0.0,1027787.2883067083
2003-03-19,1455.1004638671875,HOLD,1000000.0,0.0,1000000.0,0.0,1036105.8212868323
2003-03-20,1463.537841796875,HOLD,1000000.0,0.0,1000000.0,0.0,1042113.6651480822
2003-03-21,1499.233642578125,HOLD,1000000.0,0.0,1000000.0,0.0,1067530.8977745187
2003-03-24,1473.922119140625,HOLD,1000000.0,0.0,1000000.0,0.0,1049507.8007922438
2003-03-25,1458.3455810546875,HOLD,1000000.0,0.0,1000000.0,0.0,1038416.5104057066
2003-03-26,1466.1337890625,HOLD,1000000.0,0.0,1000000.0,0.0,1043962.1121388276
2003-03-27,1455.749267578125,HOLD,1000000.0,0.0,1000000.0,0.0,1036567.8026540764
2003-03-28,1460.29248046875,HOLD,1000000.0,0.0,1000000.0,0.0,1039802.8021886183
2003-03-31,1440.8218994140625,HOLD,1000000.0,0.0,1000000.0,0.0,1025938.7543956679
2003-04-01,1459.643310546875,HOLD,1000000.0,0.0,1000000.0,0.0,1039340.5600604895
2003-04-02,1453.802490234375,HOLD,1000000.0,0.0,1000000.0,0.0,1035181.5977914595
2003-04-03,1483.0081787109375,HOLD,1000000.0,0.0,1000000.0,0.0,1055977.5391004428
2003-04-04,1505.7236328125,HOLD,1000000.0,0.0,1000000.0,0.0,1072152.1021716776
2003-04-07,1544.6651611328125,HOLD,1000000.0,0.0,1000000.0,0.0,1099880.4585184627
