Date,Close,p_up_next_5d,signal
2025-06-04,27080.0,0.5336762145630385,HOLD
2025-06-05,26960.0,0.5385404634716712,HOLD
2025-06-09,26840.0,0.5477558834965894,HOLD
2025-06-10,26270.0,0.5575644867082404,BUY
2025-06-11,25730.0,0.6116433024873641,BUY
2025-06-12,25760.0,0.5793974920127041,BUY
2025-06-15,26130.0,0.5550428752719789,BUY
2025-06-16,26740.0,0.5126330519725597,HOLD
2025-06-17,27110.0,0.5526272108842365,BUY
2025-06-18,26640.0,0.5192221491369355,HOLD
2025-06-19,27070.0,0.505625312075295,HOLD
2025-06-22,26430.0,0.5006044462941154,HOLD
2025-06-23,27050.0,0.4959277614046268,HOLD
2025-06-24,27090.0,0.48064633991215766,HOLD
2025-06-25,27070.0,0.4435111298146901,HOLD
2025-06-26,27100.0,0.5763259286209855,BUY
2025-06-29,27100.0,0.5213471724274936,HOLD
2025-06-30,26920.0,0.5431596350305437,HOLD
2025-07-01,27490.0,0.4616031469988482,HOLD
2025-07-02,28000.0,0.4750453256385309,HOLD
2025-07-03,27870.0,0.4656210696168959,HOLD
2025-07-06,28010.0,0.4685302811562772,HOLD
2025-07-07,27600.0,0.4759321489213608,HOLD
2025-07-08,28020.0,0.47646812232396807,HOLD
2025-07-09,27880.0,0.574207719752121,BUY
2025-07-10,27930.0,0.570680318908709,BUY
2025-07-13,27720.0,0.5551338509647149,BUY
2025-07-14,27930.0,0.5662444487275675,BUY
2025-07-15,28220.0,0.5278143660923086,HOLD
2025-07-16,28530.0,0.530376330633497,HOLD
2025-07-17,28690.0,0.544082345674018,HOLD
2025-07-20,28660.0,0.5431081473940886,HOLD
2025-07-21,28180.0,0.5243579306709664,HOLD
2025-07-22,28450.0,0.5572179652240856,BUY
2025-07-23,28660.0,0.5714900071575603,BUY
2025-07-24,28460.0,0.5409875365041793,HOLD
2025-07-27,28440.0,0.53774288473908,HOLD
2025-07-28,28510.0,0.5799823824062758,BUY
2025-07-29,28410.0,0.5923445891688232,BUY
2025-07-30,28500.0,0.5473893078109271,HOLD
2025-07-31,28330.0,0.5129729111852209,HOLD
2025-08-03,28680.0,0.51850750664354,HOLD
2025-08-04,28950.0,0.552520833837674,BUY
2025-08-05,28860.0,0.5420688278982336,HOLD
2025-08-06,29970.0,0.5338381375813399,HOLD
2025-08-07,30430.0,0.5031573427772282,HOLD
2025-08-10,30500.0,0.5029286783297703,HOLD
2025-08-11,30100.0,0.5163733859986162,HOLD
2025-08-12,30420.0,0.5193984894373961,HOLD
2025-08-13,30320.0,0.5757296125223593,BUY
2025-08-14,30670.0,0.5629742567587475,BUY
2025-08-17,30700.0,0.530872741958862,HOLD
2025-08-18,30970.0,0.5383729725369344,HOLD
2025-08-20,30710.0,0.5388296286059048,HOLD
2025-08-21,30720.0,0.5585707310760538,BUY
2025-08-24,30370.0,0.5425116123840619,HOLD
2025-08-25,30550.0,0.5289893567014434,HOLD
2025-08-26,30010.0,0.5430190994284492,HOLD
2025-08-27,29780.0,0.566513219863102,BUY
2025-08-28,29530.0,0.5922004242326429,BUY
2025-08-31,29920.0,0.5527986459728574,BUY
2025-09-01,29850.0,0.5568202699944088,BUY
2025-09-02,30100.0,0.5637456897746219,BUY
2025-09-03,30630.0,0.49171502491482705,HOLD
2025-09-04,30100.0,0.49584182568139895,HOLD
2025-09-07,29940.0,0.5397829246757608,HOLD
2025-09-08,29690.0,0.553667775127254,BUY
2025-09-09,29350.0,0.5137112642718712,HOLD
2025-09-10,29600.0,0.556969754480968,BUY
2025-09-11,29200.0,0.544776190887038,HOLD
2025-09-14,29000.0,0.5266690522212103,HOLD
2025-09-15,29010.0,0.5510896466617395,BUY
2025-09-16,28600.0,0.5060031153437445,HOLD
2025-09-17,28890.0,0.5710538465622566,BUY
2025-09-18,29410.0,0.5088478773916197,HOLD
2025-09-21,28990.0,0.5446002001451088,HOLD
2025-09-22,28580.0,0.5075264465682515,HOLD
2025-09-23,28700.0,0.5375982127197503,HOLD
2025-09-24,28720.0,0.5477902414530453,HOLD
2025-09-25,29090.0,0.5391270342133894,HOLD
2025-09-28,29050.0,0.5957420921374742,BUY
2025-09-29,28690.0,0.5513339530796668,BUY
2025-09-30,28970.0,0.5457838138153395,HOLD
2025-10-01,28780.0,0.5669666990495759,BUY
2025-10-02,29080.0,0.5716702815824174,BUY
2025-10-05,28950.0,0.5322315394738151,HOLD
2025-10-06,29650.0,0.5114629285618548,HOLD
2025-10-07,30000.0,0.5346060397897421,HOLD
2025-10-08,29670.0,0.5594077949367687,BUY
2025-10-09,29560.0,0.5222924354798005,HOLD
2025-10-12,30100.0,0.4944029957025065,HOLD
2025-10-13,30150.0,0.5184576452642444,HOLD
2025-10-14,30430.0,0.5234184038931046,HOLD
2025-10-15,30630.0,0.5225997671886864,HOLD
2025-10-16,30330.0,0.5244618638667802,HOLD
2025-10-19,30650.0,0.5079347840960065,HOLD
2025-10-20,30820.0,0.5534859646215002,BUY
2025-10-21,30870.0,0.5247470978241017,HOLD
2025-10-26,31240.0,0.5321925353997258,HOLD
2025-10-27,31270.0,0.5376964080895575,HOLD
2025-10-28,31700.0,0.5577612639121267,BUY
2025-10-29,31720.0,0.5429035640382889,HOLD
2025-10-30,32090.0,0.5256902483272307,HOLD
2025-11-02,32490.0,0.5033940832189191,HOLD
2025-11-03,32500.0,0.450852160196852,HOLD
2025-11-04,32480.0,0.47113936874757756,HOLD
2025-11-05,32440.0,0.47587766772627665,HOLD
2025-11-06,32470.0,0.47874750859357845,HOLD
2025-11-09,32820.0,0.4837076779220588,HOLD
2025-11-10,32000.0,0.5160774181491126,HOLD
2025-11-11,32200.0,0.4925562186794243,HOLD
2025-11-12,32440.0,0.49341358862794116,HOLD
2025-11-13,32170.0,0.5289530121719479,HOLD
2025-11-16,32310.0,0.5235849876618787,HOLD
2025-11-17,31800.0,0.5419592287518102,HOLD
2025-11-18,32200.0,0.532886382993923,HOLD
2025-11-19,32360.0,0.5744356087755801,BUY
2025-11-20,32740.0,0.5476788676094345,HOLD
2025-11-23,33070.0,0.5370969119482066,HOLD
2025-11-24,33680.0,0.49301562392599996,HOLD
2025-11-25,34450.0,0.4871274582232104,HOLD
2025-11-26,34000.0,0.5178777379681726,HOLD
2025-11-27,34210.0,0.5117402798039332,HOLD
2025-11-30,34720.0,0.5133886154624969,HOLD
2025-12-01,34390.0,0.5147670917026942,HOLD
2025-12-02,34400.0,0.5122750763419325,HOLD
2025-12-03,34250.0,0.5253608470057164,HOLD
2025-12-04,34100.0,0.5720790781224181,BUY
2025-12-07,33670.0,0.5882333206747653,BUY
2025-12-08,33830.0,0.5779903104067433,BUY
2025-12-09,33700.0,0.5549984594414922,BUY
2025-12-10,34320.0,0.49823396914780976,HOLD
2025-12-11,34400.0,0.5706427699135542,BUY
2025-12-14,34400.0,0.5655126111214329,BUY
2025-12-15,34600.0,0.5306619054635453,HOLD
2025-12-16,34300.0,0.5485255223453505,HOLD
2025-12-17,34860.0,0.489955907910391,HOLD
2025-12-18,35300.0,0.5400290990811133,HOLD
2025-12-21,35450.0,0.5237186025333856,HOLD
2025-12-22,35440.0,0.5540781699206846,BUY
2025-12-28,35010.0,0.5315978700338411,HOLD
2025-12-29,35100.0,0.5617796674082726,BUY
2026-01-04,36100.0,0.5338737651698877,HOLD
2026-01-05,36970.0,0.50877280984472,HOLD
2026-01-06,37050.0,0.5417131765979947,HOLD
2026-01-07,36800.0,0.5301304780533037,HOLD
2026-01-08,36590.0,0.55223951050508,BUY
2026-01-11,37250.0,0.5073957213973718,HOLD
2026-01-12,37920.0,0.48938706736316845,HOLD
2026-01-13,38150.0,0.516469906642323,HOLD
2026-01-14,37750.0,0.5300603326395684,HOLD
2026-01-15,38480.0,0.48604359163603467,HOLD
2026-01-18,38330.0,0.5456289209434151,HOLD
2026-01-19,37870.0,0.5220946254189074,HOLD
2026-01-20,38010.0,0.508920277447754,HOLD
2026-01-21,38940.0,0.5116533422273597,HOLD
2026-01-22,39250.0,0.4998411602737018,HOLD
2026-01-25,39850.0,0.48526152899107994,HOLD
2026-01-26,39900.0,0.5068347549287163,HOLD
2026-01-27,40350.0,0.498527443270481,HOLD
2026-01-28,40250.0,0.4994092923353069,HOLD
2026-01-29,40870.0,0.4802009727751683,HOLD
