Date,Close,High,Low,Open,Volume
,OTP.BD,OTP.BD,OTP.BD,OTP.BD,OTP.BD
2002-03-05,1404.3935546875,1404.3935546875,1335.1357903467465,1346.6787510702054,1726700
2002-03-06,1436.4576416015625,1443.5116746629988,1379.3841013772148,1396.0572704315186,898300
2002-03-07,1471.7279052734375,1474.9342841520288,1437.0990133846508,1449.9245288990162,763700
2002-03-08,1462.108642578125,1463.391194018983,1438.3814409222518,1452.48950677169,402000
2002-03-11,1384.51416015625,1448.6417266294436,1379.3839548383946,1445.435348305784,439600
2002-03-12,1362.7108154296875,1378.10143169807,1350.5265775505516,1378.10143169807,598400
2002-03-13,1346.6788330078125,1365.9171020507813,1337.7009741210936,1365.9171020507813,1984100
2002-03-14,1330.0057373046875,1346.678904696164,1321.0278779400464,1346.678904696164,1467300
2002-03-15,1330.0057373046875,1330.0057373046875,1330.0057373046875,1330.0057373046875,0
2002-03-18,1333.8533935546875,1333.8533935546875,1304.995988405668,1327.4406368549055,1481400
2002-03-19,1327.4407958984375,1345.3965168091408,1321.028038430329,1333.8535533665458,1031700
2002-03-20,1346.6788330078125,1349.8852111816407,1321.0278076171876,1321.669083251953,1188200
2002-03-21,1397.340087890625,1404.3941222948456,1346.679295351222,1346.679295351222,1251000
2002-03-22,1449.2830810546875,1449.2830810546875,1375.5363756027898,1407.6001605818758,1546800
2002-03-25,1420.425537109375,1455.695697173039,1410.8064025465576,1449.9242164353486,139200
2002-03-26,1417.2193603515625,1417.2193603515625,1397.9810884915864,1417.2193603515625,667600
2002-03-27,1391.568359375,1414.0130103326615,1391.568359375,1405.0351499495969,295200
2002-03-28,1391.568359375,1391.568359375,1391.568359375,1391.568359375,0
2002-03-29,1385.1556396484375,1388.3620184439199,1378.7428820574723,1378.7428820574723,388300
2002-04-01,1385.1556396484375,1385.1556396484375,1385.1556396484375,1385.1556396484375,0
2002-04-02,1382.5908203125,1388.362303328647,1359.5048882479127,1379.384440859085,1224200
2002-04-03,1372.3302001953125,1380.025509729118,1350.5268231828636,1378.7429581401504,677100
2002-04-04,1406.9588623046875,1407.6001379939787,1372.3299750829678,1378.1014562865878,564100
2002-04-05,1442.8702392578125,1455.6957524956597,1410.8064561631943,1410.8064561631943,909700
2002-04-08,1491.607421875,1534.572897913532,1490.966146113231,1490.966146113231,1014000
2002-04-09,1464.03271484375,1525.5951943115556,1452.4897499435365,1498.6616095443908,406500
2002-04-10,1506.998046875,1506.998046875,1452.4896068816488,1465.315122174202,298300
2002-04-11,1564.713134765625,1566.6369623903367,1488.4013056520555,1494.814064401095,1163900
2002-04-12,1545.4742431640625,1603.189048925376,1545.4742431640625,1558.2997555554655,843800
2002-04-15,1474.9339599609375,1564.712548828125,1462.108447265625,1558.2997924804688,899400
2002-04-16,1500.5853271484375,1512.769566984258,1487.7598115317842,1494.8138451209434,399400
2002-04-17,1537.1376953125,1539.0615222152692,1513.4104968450147,1523.0296313588601,651400
2002-04-18,1526.2362060546875,1551.8872347278755,1523.6711031873688,1539.0617203912816,1228700
2002-04-19,1539.061767578125,1539.061767578125,1497.3788447062175,1519.8234954833986,786300
2002-04-22,1487.75927734375,1544.832801345299,1481.346521837958,1542.2676991429823,677300
2002-04-23,1487.75927734375,1506.9975438611261,1481.346521837958,1506.9975438611261,582000
2002-04-24,1478.1405029296875,1487.7596385235902,1468.521367335785,1481.3468814609885,404500
2002-04-25,1494.1724853515625,1494.1724853515625,1455.6959406643978,1474.9342130079801,647700
2002-04-26,1538.4207763671875,1540.3446039324654,1494.1727423657971,1506.9982594676494,1582400
2002-04-29,1548.6807861328125,1551.887164572011,1516.6170017408288,1532.6488939368207,1245000
2002-04-30,1535.8553466796875,1558.2999968399333,1523.029832302404,1539.0617252740083,477000
2002-05-01,1535.8553466796875,1535.8553466796875,1535.8553466796875,1535.8553466796875,0
2002-05-02,1555.73486328125,1557.017414693683,1539.0616949196208,1539.0616949196208,251700
2002-05-03,1596.1353759765625,1599.9830305590692,1545.4745906402231,1557.6588301514946,653900
2002-05-06,1648.0787353515625,1657.0565961667073,1595.494122005715,1599.9830524132874,700200
2002-05-07,1577.538330078125,1673.7296916682546,1577.538330078125,1633.9705955443344,805700
2002-05-08,1603.1893310546875,1612.8084670410155,1583.9510590820312,1603.1893310546875,797300
