date,bh_equity,model_equity
2003-11-06,1.0,1.0
2003-11-09,1.0,1.0
2003-11-10,0.9992357997372313,1.0
2003-11-11,1.011459011787218,1.0
2003-11-12,1.037433156897101,1.0
2003-11-13,1.00458341784809,1.0
2003-11-16,1.00305569683818,1.0
2003-11-17,1.0122230421710798,1.0
2003-11-18,1.0007638605049551,1.0
2003-11-19,0.9595108914463595,1.0
2003-11-20,0.9656225399410794,1.0
2003-11-23,0.9747898003345257,1.0
2003-11-24,0.9656225399410794,1.0
2003-11-25,0.9610390371535363,1.0
2003-11-26,0.9541632733355011,1.0
2003-11-27,0.9434680371137847,1.0
2003-11-30,0.9640946490522628,1.0
2003-12-01,0.9396483948311967,1.0
2003-12-02,0.9243697407613908,1.0
2003-12-03,0.9167302013778541,1.0
2003-12-04,0.932009025326567,1.0
2003-12-07,0.9274256074784776,1.0
2003-12-08,0.9457602132048237,1.0
2003-12-09,0.9243697407613909,0.9773827740427474
2003-12-10,0.9388846192656954,0.9927300875601126
2003-12-11,0.9396483948311968,0.9935376660084734
2003-12-14,0.94881582510355,1.0032308526580664
2003-12-15,0.9686782367792593,1.0242323828539743
2003-12-16,0.9518716068811833,1.0242323828539743
2003-12-17,0.9671504308298963,1.0242323828539743
2003-12-18,0.9625665882845394,1.0242323828539743
2003-12-21,0.9625665882845394,1.0242323828539743
2003-12-22,0.9694422671631212,1.0242323828539743
2003-12-23,0.9694422671631212,1.0242323828539743
2003-12-24,0.9694422671631212,1.0242323828539743
2003-12-25,0.9694422671631212,1.0242323828539743
2003-12-28,0.9740258548901177,1.0242323828539743
2003-12-29,0.9709700731124844,1.0210190896586513
2003-12-30,0.9648585095572179,1.0145925032680054
2003-12-31,0.9648585095572179,1.0145925032680054
2004-01-01,0.9648585095572179,1.0145925032680054
2004-01-04,0.9862488121217436,1.0370853769998873
2004-01-05,0.985484951616789,1.0370853769998873
2004-01-06,0.9778456670516127,1.029046096135895
2004-01-07,0.9839572306068792,1.0354776638461618
2004-01-08,0.9831932851624708,1.0346737178823784
2004-01-11,0.9816653093342007,1.033065736567891
2004-01-12,0.9839572306068791,1.0354776638461616
2004-01-13,0.988540903273329,1.0354776638461616
2004-01-14,0.988540903273329,1.0354776638461616
2004-01-15,0.9977081636667753,1.0450801935388054
2004-01-18,1.0061113936763602,1.0538824160369078
2004-01-19,1.0022916664543184,1.0498813249264514
2004-01-20,0.9969439634040068,1.044279708399362
2004-01-21,1.0007638605049554,1.044279708399362
2004-01-22,1.0022916664543184,1.044279708399362
2004-01-25,1.0053473632924983,1.044279708399362
2004-01-26,1.00458341784809,1.044279708399362
2004-01-27,1.0183345207868932,1.044279708399362
2004-01-28,1.016042854332575,1.044279708399362
2004-01-29,1.0106949814033563,1.044279708399362
2004-02-01,1.0267378357359311,1.044279708399362
2004-02-02,1.0236822238372048,1.044279708399362
2004-02-03,1.0183345207868932,1.0388244043489971
2004-02-04,1.020626357120118,1.0411623546640743
2004-02-05,1.024445999402706,1.0450588518740183
2004-02-08,1.0420168295635508,1.0629832242714623
2004-02-09,1.049656114128727,1.0707762186913503
2004-02-10,1.0511840899569973,1.0707762186913503
2004-02-11,1.0481282232399105,1.0707762186913503
2004-02-12,1.0527118959063604,1.0707762186913503
2004-02-15,1.0488921686843187,1.0707762186913503
2004-02-16,1.0236822238372045,1.0450402944250166
2004-02-17,1.0236822238372045,1.0450402944250166
2004-02-18,1.0190985511707547,1.04036098817025
2004-02-19,1.0129868177365813,1.0341217397406401
2004-02-22,1.0175704904030312,1.0388010459954065
2004-02-23,1.006875339120768,1.027882751445912
2004-02-24,1.0084031450701314,1.0294424334858734
2004-02-25,1.016042854332575,1.0372415373786994
2004-02-26,1.0389608779070107,1.0606377218060228
2004-02-29,1.0297937024530177,1.0512792827197441
2004-03-01,1.0381969324626024,1.0512792827197441
2004-03-02,1.0580595989566721,1.0512792827197441
2004-03-03,1.07410228341034,1.0512792827197441
2004-03-04,1.094728895348818,1.0512792827197441
2004-03-07,1.081741737854423,1.0512792827197441
2004-03-08,1.050419974633682,1.0512792827197441
2004-03-09,1.0649351079563467,1.0512792827197441
2004-03-10,1.0466005022300005,1.0512792827197441
2004-03-11,1.077157895309066,1.0512792827197441
2004-03-14,1.077157895309066,1.0512792827197441
2004-03-15,1.0794499015211978,1.0512792827197441
2004-03-16,1.0924370590155927,1.0512792827197441
2004-03-17,1.1046598463683117,1.0512792827197441
2004-03-18,1.0954924160959585,1.0512792827197441
2004-03-21,1.080213846965606,1.0512792827197441
2004-03-22,1.080213846965606,1.0512792827197441
2004-03-23,1.084033659127101,1.0512792827197441
2004-03-24,1.0893811073590522,1.0512792827197441
2004-03-25,1.0924370590155927,1.0542283504461916
2004-03-28,1.11000746447917,1.0711842193593437
2004-03-29,1.0977842524291834,1.0593885222340347
2004-03-30,1.0893811073590522,1.0512792827197444
2004-03-31,1.0924370590155927,1.0542283504461918
2004-04-01,1.143621064033136,1.0542283504461918
2004-04-04,1.1718869605367903,1.0542283504461918
2004-04-05,1.181818166374645,1.0542283504461918
2004-04-06,1.1886935904348663,1.0542283504461918
2004-04-07,1.1833457175056479,1.0542283504461918
2004-04-08,1.1703591545874272,1.0542283504461918
2004-04-11,1.1703591545874272,1.0542283504461918
2004-04-12,1.2116117838882088,1.0542283504461918
2004-04-13,1.191749287273046,1.0542283504461918
2004-04-14,1.2146674807263886,1.0542283504461918
2004-04-15,1.1993886567776757,1.0542283504461918
2004-04-18,1.1787622147181045,1.0542283504461918
